/home/aris/data/lamia.csv,MeasurementValue
1/22/2011 22:30,23.94
1/22/2011 23:00,23.34
1/22/2011 23:30,23.03
1/23/2011,24.56
1/23/2011 0:30,23.03
1/23/2011 1:00,23.94
1/23/2011 1:30,23.64
1/23/2011 2:00,25.48
1/23/2011 2:30,23.03
1/23/2011 3:00,23.03
1/23/2011 3:30,22.73
1/23/2011 4:00,22.73
1/23/2011 4:30,20.27
1/23/2011 5:00,18.73
1/23/2011 5:30,21.19
1/23/2011 6:00,20.89
1/23/2011 6:30,15.04
1/23/2011 7:00,15.36
1/23/2011 7:30,16.28
1/23/2011 8:00,14.12
1/23/2011 8:30,15.04
1/23/2011 9:00,15.04
1/23/2011 9:30,16.89
1/23/2011 10:00,16.89
1/23/2011 10:30,16.89
1/23/2011 11:00,14.44
1/23/2011 11:30,13.82
1/23/2011 12:00,14.74
1/23/2011 12:30,15.66
1/23/2011 13:00,17.49
1/23/2011 13:30,17.49
1/23/2011 14:00,18.73
1/23/2011 14:30,19.35
1/23/2011 15:00,16.89
1/23/2011 15:30,14.12
1/23/2011 16:00,13.2
1/23/2011 16:30,13.5
1/23/2011 17:00,14.74
1/23/2011 17:30,20.57
1/23/2011 18:00,17.81
1/23/2011 18:30,16.89
1/23/2011 19:00,17.19
1/23/2011 19:30,21.81
1/23/2011 20:00,21.81
1/23/2011 20:30,19.95
1/23/2011 21:00,20.27
1/23/2011 21:30,24.56
1/23/2011 22:00,19.35
1/23/2011 22:30,19.03
1/23/2011 23:00,17.19
1/23/2011 23:30,19.35
1/24/2011,19.03
1/24/2011 0:30,19.03
1/24/2011 1:00,17.49
1/24/2011 2:00,16.28
1/24/2011 3:00,16.58
1/24/2011 3:30,16.58
1/24/2011 4:00,18.11
1/24/2011 4:30,16.89
1/24/2011 5:00,17.81
1/24/2011 5:30,21.49
1/24/2011 6:00,39.92
1/24/2011 6:30,58.05
1/24/2011 7:00,73.11
1/24/2011 7:30,81.71
1/24/2011 8:00,98.91
1/24/2011 8:30,106.59
1/24/2011 9:00,114.58
1/24/2011 9:30,113.34
1/24/2011 10:00,112.43
1/24/2011 10:30,111.81
1/24/2011 11:00,104.14
1/24/2011 11:30,98.29
1/24/2011 12:00,98.91
1/24/2011 12:30,95.53
1/24/2011 13:00,108.43
1/24/2011 13:30,98.91
1/24/2011 14:00,94.91
1/24/2011 14:30,103.52
1/24/2011 15:00,100.44
1/24/2011 15:30,91.24
1/24/2011 16:00,92.76
1/24/2011 16:30,86.63
1/24/2011 17:00,77.4
1/24/2011 17:30,75.56
1/24/2011 18:00,75.86
1/24/2011 18:30,74.03
1/24/2011 19:00,66.96
1/24/2011 19:30,65.42
1/24/2011 20:00,68.49
1/24/2011 20:30,68.19
1/24/2011 21:00,66.34
1/24/2011 21:30,71.27
1/24/2011 22:00,44.85
1/24/2011 22:30,43.31
1/24/2011 23:00,45.45
1/24/2011 23:30,49.44
1/25/2011,49.14
1/25/2011 0:30,45.77
1/25/2011 1:00,49.44
1/25/2011 1:30,48.84
1/25/2011 2:00,49.14
1/25/2011 2:30,42.08
1/25/2011 3:00,45.77
1/25/2011 3:30,50.06
1/25/2011 4:00,48.84
1/25/2011 4:30,48.53
1/25/2011 5:00,50.36
1/25/2011 5:30,35.63
1/25/2011 6:00,49.14
1/25/2011 6:30,59.89
1/25/2011 7:00,82.01
1/25/2011 7:30,82.63
1/25/2011 8:00,96.45
1/25/2011 8:30,97.37
1/25/2011 9:00,106.59
1/25/2011 9:30,107.81
1/25/2011 10:00,113.96
1/25/2011 10:30,105.68
1/25/2011 11:00,117.34
1/25/2011 11:30,121.33
1/25/2011 12:00,125.33
1/25/2011 12:30,125.33
1/25/2011 13:00,121.03
1/25/2011 13:30,119.79
1/25/2011 14:00,114.88
1/25/2011 14:30,115.8
1/25/2011 15:00,112.73
1/25/2011 15:30,110.27
1/25/2011 16:00,98.29
1/25/2011 16:30,96.15
1/25/2011 17:00,88.76
1/25/2011 17:30,86.93
1/25/2011 18:00,91.54
1/25/2011 18:30,94.91
1/25/2011 19:00,88.46
1/25/2011 19:30,84.77
1/25/2011 20:00,83.25
1/25/2011 20:30,80.78
1/25/2011 21:00,76.8
1/25/2011 21:30,76.48
1/25/2011 22:00,52.52
1/25/2011 22:30,52.84
1/25/2011 23:00,51.9
1/25/2011 23:30,57.75
1/26/2011,57.43
1/26/2011 0:30,53.14
1/26/2011 1:00,55.29
1/26/2011 1:30,57.13
1/26/2011 2:00,53.14
1/26/2011 2:30,57.75
1/26/2011 3:00,58.67
1/26/2011 3:30,54.98
1/26/2011 4:00,54.36
1/26/2011 4:30,36.86
1/26/2011 5:00,36.86
1/26/2011 5:30,38.7
1/26/2011 6:00,56.51
1/26/2011 6:30,59.29
1/26/2011 7:00,78.02
1/26/2011 7:30,87.54
1/26/2011 8:00,117.66
1/26/2011 8:30,109.67
1/26/2011 9:00,121.65
1/26/2011 9:30,123.49
1/26/2011 10:00,125.33
1/26/2011 10:30,129.32
1/26/2011 11:00,121.33
1/26/2011 11:30,127.16
1/26/2011 12:00,121.33
1/26/2011 12:30,111.21
1/26/2011 13:00,110.27
1/26/2011 13:30,111.21
1/26/2011 14:00,113.96
1/26/2011 14:30,122.87
1/26/2011 15:00,105.36
1/26/2011 15:30,105.06
1/26/2011 16:00,96.75
1/26/2011 16:30,95.83
1/26/2011 17:00,89.7
1/26/2011 17:30,88.16
1/26/2011 18:00,87.84
1/26/2011 18:30,93.38
1/26/2011 19:00,86.31
1/26/2011 19:30,83.25
1/26/2011 20:00,69.73
1/26/2011 20:30,69.41
1/26/2011 21:00,63.28
1/26/2011 21:30,70.65
1/26/2011 22:00,54.36
1/26/2011 22:30,56.21
1/26/2011 23:00,54.68
1/26/2011 23:30,59.59
1/27/2011,60.21
1/27/2011 0:30,58.67
1/27/2011 1:00,51.6
1/27/2011 1:30,50.68
1/27/2011 2:00,58.35
1/27/2011 2:30,59.29
1/27/2011 3:00,52.84
1/27/2011 3:30,56.21
1/27/2011 4:00,56.21
1/27/2011 4:30,50.98
1/27/2011 5:00,52.52
1/27/2011 5:30,52.52
1/27/2011 6:00,54.68
1/27/2011 6:30,66.04
1/27/2011 7:00,86.31
1/27/2011 7:30,96.15
1/27/2011 8:00,102.28
1/27/2011 8:30,121.33
1/27/2011 9:00,125.33
1/27/2011 9:30,123.79
1/27/2011 10:00,134.85
1/27/2011 10:30,131.48
1/27/2011 11:00,128.7
1/27/2011 11:30,129.94
1/27/2011 12:00,125.94
1/27/2011 12:30,125.64
1/27/2011 13:00,123.17
1/27/2011 13:30,121.95
1/27/2011 14:00,113.66
1/27/2011 14:30,119.18
1/27/2011 15:00,115.8
1/27/2011 15:30,113.04
1/27/2011 16:00,95.53
1/27/2011 16:30,94.29
1/27/2011 17:00,91.54
1/27/2011 17:30,80.18
1/27/2011 18:00,82.01
1/27/2011 18:30,81.71
1/27/2011 19:00,74.94
1/27/2011 19:30,80.18
1/27/2011 20:00,71.57
1/27/2011 20:30,73.11
1/27/2011 21:00,70.65
1/27/2011 21:30,62.04
1/27/2011 22:00,47.31
1/27/2011 22:30,46.99
1/27/2011 23:00,45.45
1/27/2011 23:30,50.98
1/28/2011,57.13
1/28/2011 0:30,52.22
1/28/2011 1:00,51.9
1/28/2011 1:30,46.69
1/28/2011 2:00,49.14
1/28/2011 2:30,55.29
1/28/2011 3:00,48.53
1/28/2011 3:30,47.31
1/28/2011 4:00,47.61
1/28/2011 4:30,46.69
1/28/2011 5:00,47.91
1/28/2011 5:30,49.14
1/28/2011 6:00,64.82
1/28/2011 6:30,70.65
1/28/2011 7:00,84.47
1/28/2011 7:30,92.76
1/28/2011 8:00,94.29
1/28/2011 8:30,115.2
1/28/2011 9:00,110.59
1/28/2011 9:30,119.79
1/28/2011 10:00,121.03
1/28/2011 10:30,122.25
1/28/2011 11:00,126.56
1/28/2011 11:30,129.02
1/28/2011 12:00,126.24
1/28/2011 12:30,117.04
1/28/2011 13:00,119.49
1/28/2011 13:30,109.97
1/28/2011 14:00,113.66
1/28/2011 14:30,101.36
1/28/2011 15:00,108.73
1/28/2011 15:30,97.99
1/28/2011 16:00,96.45
1/28/2011 16:30,81.39
1/28/2011 17:00,65.12
1/28/2011 17:30,75.56
1/28/2011 18:00,70.65
1/28/2011 18:30,65.74
1/28/2011 19:00,70.33
1/28/2011 19:30,67.88
1/28/2011 20:00,67.88
1/28/2011 20:30,66.96
1/28/2011 21:00,63.88
1/28/2011 21:30,55.59
1/28/2011 22:00,46.69
1/28/2011 22:30,43.61
1/28/2011 23:00,38.4
1/28/2011 23:30,36.24
1/29/2011,39
1/29/2011 0:30,37.46
1/29/2011 1:00,41.78
1/29/2011 1:30,37.16
1/29/2011 2:00,38.4
1/29/2011 2:30,37.78
1/29/2011 3:00,39
1/29/2011 3:30,38.08
1/29/2011 4:00,34.71
1/29/2011 4:30,31.01
1/29/2011 5:00,29.18
1/29/2011 5:30,28.56
1/29/2011 6:00,31.01
1/29/2011 6:30,38.08
1/29/2011 7:00,39.92
1/29/2011 7:30,45.15
1/29/2011 8:00,43.31
1/29/2011 8:30,42.38
1/29/2011 9:00,46.99
1/29/2011 9:30,47.31
1/29/2011 10:00,48.23
1/29/2011 10:30,44.23
1/29/2011 11:00,44.23
1/29/2011 11:30,41.78
1/29/2011 12:00,41.46
1/29/2011 12:30,38.4
1/29/2011 13:00,41.16
1/29/2011 13:30,41.46
1/29/2011 14:00,36.86
1/29/2011 14:30,38.4
1/29/2011 15:00,38.4
1/29/2011 15:30,38.08
1/29/2011 16:00,38.4
1/29/2011 16:30,36.86
1/29/2011 17:00,34.09
1/29/2011 17:30,35.33
1/29/2011 18:00,34.41
1/29/2011 18:30,31.63
1/29/2011 19:00,32.87
1/29/2011 19:30,33.79
1/29/2011 20:00,36.24
1/29/2011 20:30,31.01
1/29/2011 21:00,30.71
1/29/2011 21:30,31.63
1/29/2011 22:00,26.42
1/29/2011 22:30,25.48
1/29/2011 23:00,26.1
1/29/2011 23:30,27.02
1/30/2011,27.94
1/30/2011 0:30,23.34
1/30/2011 1:00,26.42
1/30/2011 1:30,27.34
1/30/2011 2:00,25.48
1/30/2011 2:30,23.94
1/30/2011 3:00,25.18
1/30/2011 3:30,23.03
1/30/2011 4:00,25.48
1/30/2011 4:30,22.11
1/30/2011 5:00,22.11
1/30/2011 5:30,22.11
1/30/2011 6:00,17.49
1/30/2011 6:30,14.44
1/30/2011 7:00,15.04
1/30/2011 7:30,15.04
1/30/2011 8:00,10.74
1/30/2011 8:30,0
1/30/2011 9:00,0
1/30/2011 9:30,0
1/30/2011 10:00,0
1/30/2011 10:30,15.04
1/30/2011 11:00,14.74
1/30/2011 11:30,13.5
1/30/2011 12:00,16.89
1/30/2011 12:30,17.49
1/30/2011 13:00,19.35
1/30/2011 13:30,18.11
1/30/2011 14:00,16.28
1/30/2011 14:30,16.58
1/30/2011 15:00,14.12
1/30/2011 15:30,11.66
1/30/2011 16:00,12.28
1/30/2011 16:30,12.58
1/30/2011 17:00,13.2
1/30/2011 17:30,12.58
1/30/2011 18:00,14.44
1/30/2011 18:30,15.36
1/30/2011 19:00,14.44
1/30/2011 19:30,13.5
1/30/2011 20:00,14.12
1/30/2011 20:30,13.5
1/30/2011 21:00,14.44
1/30/2011 21:30,13.5
1/30/2011 22:00,12.9
1/30/2011 22:30,13.5
1/30/2011 23:00,13.2
1/30/2011 23:30,12.9
1/31/2011,13.5
1/31/2011 0:30,12.58
1/31/2011 1:00,13.2
1/31/2011 1:30,12.9
1/31/2011 2:00,12.28
1/31/2011 2:30,13.5
1/31/2011 3:00,12.28
1/31/2011 3:30,12.28
1/31/2011 4:00,13.82
1/31/2011 4:30,13.2
1/31/2011 5:00,15.36
1/31/2011 5:30,19.03
1/31/2011 6:00,29.48
1/31/2011 6:30,51.6
1/31/2011 7:00,68.49
1/31/2011 7:30,72.19
1/31/2011 8:00,86.93
1/31/2011 8:30,101.36
1/31/2011 9:00,101.06
1/31/2011 9:30,104.74
1/31/2011 10:00,103.22
1/31/2011 10:30,113.34
1/31/2011 11:00,112.73
1/31/2011 11:30,115.2
1/31/2011 12:00,104.74
1/31/2011 12:30,112.43
1/31/2011 13:00,109.67
1/31/2011 13:30,121.03
1/31/2011 14:00,107.51
1/31/2011 14:30,105.36
1/31/2011 15:00,101.98
1/31/2011 15:30,96.45
1/31/2011 16:00,79.56
1/31/2011 16:30,78.32
1/31/2011 17:00,77.4
1/31/2011 17:30,81.71
1/31/2011 18:00,79.56
1/31/2011 18:30,74.94
1/31/2011 19:00,75.86
1/31/2011 19:30,77.72
1/31/2011 20:00,62.04
1/31/2011 20:30,69.11
1/31/2011 21:00,58.35
1/31/2011 21:30,64.5
1/31/2011 22:00,56.83
1/31/2011 22:30,56.83
1/31/2011 23:00,44.23
1/31/2011 23:30,51.3
2/1/2011,44.85
2/1/2011 0:30,48.23
2/1/2011 1:00,46.69
2/1/2011 1:30,49.14
2/1/2011 2:00,50.36
2/1/2011 2:30,50.36
2/1/2011 3:00,51.6
2/1/2011 3:30,58.05
2/1/2011 4:00,50.98
2/1/2011 4:30,47.31
2/1/2011 5:00,46.37
2/1/2011 5:30,52.52
2/1/2011 6:00,61.13
2/1/2011 6:30,74.03
2/1/2011 7:00,80.78
2/1/2011 7:30,94.61
9/12/2011 2:00,15.04
9/12/2011 2:30,16.58
9/12/2011 3:00,15.36
2/1/2011 8:30,106.89
2/1/2011 9:00,109.67
2/1/2011 9:30,107.21
2/1/2011 10:00,114.26
2/1/2011 10:30,113.96
2/1/2011 11:00,111.51
2/1/2011 11:30,112.13
2/1/2011 12:00,112.73
2/1/2011 12:30,111.21
2/1/2011 13:00,113.96
2/1/2011 13:30,112.73
2/1/2011 14:00,105.36
2/1/2011 14:30,105.98
9/12/2011 3:30,16.89
2/1/2011 15:00,95.23
2/1/2011 15:30,100.44
2/1/2011 16:00,85.09
2/1/2011 16:30,77.72
9/12/2011 4:00,15.96
2/1/2011 17:00,76.18
2/1/2011 17:30,80.48
2/1/2011 18:00,72.49
9/12/2011 4:30,16.58
9/12/2011 5:00,17.81
9/12/2011 5:30,19.03
2/1/2011 18:30,76.8
2/1/2011 19:00,70.95
9/12/2011 6:00,43.31
2/1/2011 19:30,66.34
9/12/2011 6:30,66.66
2/1/2011 20:00,69.11
9/12/2011 7:00,70.33
9/12/2011 7:30,76.18
2/1/2011 20:30,66.34
9/12/2011 8:00,79.56
2/1/2011 21:00,65.42
9/12/2011 8:30,84.47
2/1/2011 21:30,56.51
9/12/2011 9:00,93.08
2/1/2011 22:00,45.15
9/12/2011 9:30,87.84
2/1/2011 22:30,51.9
2/1/2011 23:00,53.14
9/12/2011 10:00,90.62
9/12/2011 10:30,100.44
9/12/2011 11:00,86.93
2/1/2011 23:30,54.06
9/12/2011 11:30,91.54
2/2/2011,48.84
9/12/2011 12:00,106.28
2/2/2011 0:30,46.69
9/12/2011 12:30,114.88
2/2/2011 1:00,43.61
9/12/2011 13:00,114.58
2/2/2011 1:30,50.68
2/2/2011 2:00,49.44
9/12/2011 13:30,105.98
2/2/2011 2:30,50.36
2/2/2011 3:00,51.9
2/2/2011 3:30,47.61
2/2/2011 4:00,52.84
2/2/2011 4:30,52.52
2/2/2011 5:00,46.07
2/2/2011 5:30,44.53
2/2/2011 6:00,58.35
2/2/2011 6:30,72.19
2/2/2011 7:00,79.86
2/2/2011 7:30,97.07
2/2/2011 8:00,112.43
2/2/2011 8:30,124.41
2/2/2011 9:00,124.11
2/2/2011 9:30,129.02
2/2/2011 10:00,128.4
2/2/2011 10:30,130.24
2/2/2011 11:00,121.95
2/2/2011 11:30,129.64
2/2/2011 12:00,132.09
2/2/2011 12:30,137.31
2/2/2011 13:00,132.39
2/2/2011 13:30,134.85
2/2/2011 14:00,128.7
2/2/2011 14:30,124.41
2/2/2011 15:00,126.24
2/2/2011 15:30,120.11
2/2/2011 16:00,101.98
2/2/2011 16:30,97.99
2/2/2011 17:00,96.15
2/2/2011 17:30,90.92
2/2/2011 18:00,86.93
2/2/2011 18:30,87.84
2/2/2011 19:00,78.02
2/2/2011 19:30,80.18
2/2/2011 20:00,72.81
2/2/2011 20:30,66.04
2/2/2011 21:00,70.03
2/2/2011 21:30,62.96
2/2/2011 22:00,47.31
2/2/2011 22:30,50.68
2/2/2011 23:00,43.61
2/2/2011 23:30,41.46
2/3/2011,42.99
2/3/2011 0:30,46.07
2/3/2011 1:00,49.14
2/3/2011 1:30,45.45
2/3/2011 2:00,43.31
2/3/2011 2:30,40.86
2/3/2011 3:00,45.15
2/3/2011 3:30,46.99
2/3/2011 4:00,52.84
2/3/2011 4:30,45.15
2/3/2011 5:00,43.61
2/3/2011 5:30,47.91
2/3/2011 6:00,53.14
2/3/2011 6:30,61.13
2/3/2011 7:00,74.33
2/3/2011 7:30,87.24
2/3/2011 8:00,107.81
2/3/2011 8:30,104.44
2/3/2011 9:00,113.66
2/3/2011 9:30,111.51
2/3/2011 10:00,113.34
2/3/2011 10:30,111.21
2/3/2011 11:00,113.96
2/3/2011 11:30,107.81
2/3/2011 12:00,111.51
2/3/2011 12:30,112.73
2/3/2011 13:00,105.06
2/3/2011 13:30,107.81
2/3/2011 14:00,102.9
2/3/2011 14:30,104.44
2/3/2011 15:00,102.9
2/3/2011 15:30,96.75
2/3/2011 16:00,78.02
2/3/2011 16:30,74.94
2/3/2011 17:00,77.4
2/3/2011 17:30,78.64
2/3/2011 18:00,71.57
2/3/2011 18:30,70.33
2/3/2011 19:00,68.81
2/3/2011 19:30,68.19
2/3/2011 20:00,64.82
2/3/2011 20:30,61.43
2/3/2011 21:00,59.89
2/3/2011 21:30,60.21
2/3/2011 22:00,50.36
2/3/2011 22:30,49.76
2/3/2011 23:00,43.61
2/3/2011 23:30,36.24
2/4/2011,36.86
2/4/2011 0:30,42.08
2/4/2011 1:00,36.86
2/4/2011 1:30,37.78
2/4/2011 2:00,43.91
2/4/2011 2:30,46.99
2/4/2011 3:00,37.46
2/4/2011 3:30,39.32
2/4/2011 4:00,40.86
2/4/2011 4:30,39
2/4/2011 5:00,38.08
2/4/2011 5:30,35.33
2/4/2011 6:00,46.37
2/4/2011 6:30,54.36
2/4/2011 7:00,69.11
2/4/2011 7:30,81.09
2/4/2011 8:00,89.7
2/4/2011 8:30,103.52
2/4/2011 9:00,106.28
2/4/2011 9:30,111.21
2/4/2011 10:00,116.42
2/4/2011 10:30,106.89
2/4/2011 11:00,111.81
2/4/2011 11:30,112.13
2/4/2011 12:00,112.13
2/4/2011 12:30,108.43
2/4/2011 13:00,110.89
2/4/2011 13:30,115.5
2/4/2011 14:00,106.28
2/4/2011 14:30,97.37
2/4/2011 15:00,86.31
2/4/2011 15:30,78.02
2/4/2011 16:00,69.11
2/4/2011 16:30,70.65
2/4/2011 17:00,63.28
2/4/2011 17:30,65.12
2/4/2011 18:00,58.05
2/4/2011 18:30,61.74
2/4/2011 19:00,56.21
2/4/2011 19:30,58.05
2/4/2011 20:00,54.06
2/4/2011 20:30,53.44
2/4/2011 21:00,54.68
2/4/2011 21:30,54.98
2/4/2011 22:00,42.38
2/4/2011 22:30,45.15
2/4/2011 23:00,38.08
2/4/2011 23:30,33.79
2/5/2011,36.86
2/5/2011 0:30,33.17
2/5/2011 1:00,37.46
2/5/2011 1:30,36.24
2/5/2011 2:00,36.86
2/5/2011 2:30,35.01
2/5/2011 3:00,32.55
2/5/2011 3:30,30.71
2/5/2011 4:00,28.88
2/5/2011 4:30,32.87
2/5/2011 5:00,30.41
2/5/2011 5:30,31.63
2/5/2011 6:00,28.26
2/5/2011 6:30,31.33
2/5/2011 7:00,35.33
2/5/2011 7:30,35.63
2/5/2011 8:00,29.79
2/5/2011 8:30,32.87
2/5/2011 9:00,33.17
2/5/2011 9:30,35.33
2/5/2011 10:00,35.93
2/5/2011 10:30,35.93
2/5/2011 11:00,37.78
2/5/2011 11:30,34.71
2/5/2011 12:00,30.41
2/5/2011 12:30,37.46
2/5/2011 13:00,35.01
2/5/2011 13:30,29.18
2/5/2011 14:00,29.79
2/5/2011 14:30,28.26
2/5/2011 15:00,26.72
2/5/2011 15:30,30.09
2/5/2011 16:00,27.02
2/5/2011 16:30,28.88
2/5/2011 17:00,25.8
2/5/2011 17:30,27.94
2/5/2011 18:00,27.64
2/5/2011 18:30,29.48
2/5/2011 19:00,30.41
2/5/2011 19:30,27.64
2/5/2011 20:00,26.1
2/5/2011 20:30,23.34
2/5/2011 21:00,23.03
2/5/2011 21:30,26.42
2/5/2011 22:00,23.64
2/5/2011 22:30,26.1
2/5/2011 23:00,23.94
2/5/2011 23:30,21.49
2/6/2011,24.88
2/6/2011 0:30,20.89
2/6/2011 1:00,23.64
2/6/2011 1:30,22.73
2/6/2011 2:00,22.43
2/6/2011 2:30,20.57
2/6/2011 3:00,19.65
2/6/2011 3:30,19.35
2/6/2011 4:00,19.03
2/6/2011 4:30,19.65
2/6/2011 5:00,18.11
2/6/2011 5:30,17.81
2/6/2011 6:00,14.44
2/6/2011 6:30,15.66
2/6/2011 7:00,15.96
2/6/2011 7:30,14.12
2/6/2011 8:00,15.96
2/6/2011 8:30,19.35
2/6/2011 9:00,17.81
2/6/2011 9:30,19.65
2/6/2011 10:00,19.65
2/6/2011 10:30,22.43
2/6/2011 11:00,21.81
2/6/2011 11:30,19.95
2/6/2011 12:00,17.49
2/6/2011 12:30,17.81
2/6/2011 13:00,19.65
2/6/2011 13:30,19.65
2/6/2011 14:00,22.11
2/6/2011 14:30,20.89
2/6/2011 15:00,19.35
2/6/2011 15:30,19.95
2/6/2011 16:00,19.35
2/6/2011 16:30,18.43
2/6/2011 17:00,18.11
2/6/2011 17:30,16.58
2/6/2011 18:00,16.58
2/6/2011 18:30,16.89
2/6/2011 19:00,16.89
2/6/2011 19:30,15.96
2/6/2011 20:00,14.12
2/6/2011 20:30,14.44
2/6/2011 21:00,15.36
2/6/2011 21:30,14.74
2/6/2011 22:00,15.04
2/6/2011 22:30,15.66
2/6/2011 23:00,15.36
2/6/2011 23:30,14.12
2/7/2011,14.74
2/7/2011 0:30,13.82
2/7/2011 1:00,14.44
2/7/2011 1:30,15.36
2/7/2011 2:00,15.36
2/7/2011 2:30,15.36
2/7/2011 3:00,14.74
2/7/2011 3:30,14.44
2/7/2011 4:00,16.58
2/7/2011 4:30,15.96
2/7/2011 5:00,16.28
2/7/2011 5:30,18.73
2/7/2011 6:00,35.01
2/7/2011 6:30,51.3
2/7/2011 7:00,68.19
2/7/2011 7:30,72.81
2/7/2011 8:00,80.78
2/7/2011 8:30,101.68
2/7/2011 9:00,95.23
2/7/2011 9:30,106.28
2/7/2011 10:00,99.83
2/7/2011 10:30,101.98
2/7/2011 11:00,103.22
2/7/2011 11:30,98.61
2/7/2011 12:00,99.53
2/7/2011 12:30,99.83
2/7/2011 13:00,98.91
2/7/2011 13:30,94.61
2/7/2011 14:00,93.08
2/7/2011 14:30,94.91
2/7/2011 15:00,95.83
2/7/2011 15:30,89.38
2/7/2011 16:00,80.78
2/7/2011 16:30,74.64
2/7/2011 17:00,74.94
2/7/2011 17:30,71.57
2/7/2011 18:00,73.73
2/7/2011 18:30,67.88
2/7/2011 19:00,65.42
2/7/2011 19:30,63.88
2/7/2011 20:00,67.58
2/7/2011 20:30,65.74
2/7/2011 21:00,62.04
2/7/2011 21:30,58.97
2/7/2011 22:00,47.91
2/7/2011 22:30,45.45
2/7/2011 23:00,42.69
2/7/2011 23:30,39.62
2/8/2011,43.91
2/8/2011 0:30,47.91
2/8/2011 1:00,41.16
2/8/2011 1:30,45.77
2/8/2011 2:00,44.53
2/8/2011 2:30,44.53
2/8/2011 3:00,48.53
2/8/2011 3:30,43.91
2/8/2011 4:00,50.68
2/8/2011 4:30,51.6
2/8/2011 5:00,48.53
2/8/2011 5:30,58.35
2/8/2011 6:00,60.83
2/8/2011 6:30,76.8
2/8/2011 7:00,91.24
2/8/2011 7:30,103.52
2/8/2011 8:00,110.89
2/8/2011 8:30,126.86
2/8/2011 9:00,126.56
2/8/2011 9:30,127.78
2/8/2011 10:00,136.09
2/8/2011 10:30,135.47
2/8/2011 11:00,137.93
2/8/2011 11:30,129.64
2/8/2011 12:00,129.64
2/8/2011 12:30,122.25
2/8/2011 13:00,126.56
2/8/2011 13:30,120.11
2/8/2011 14:00,117.66
2/8/2011 14:30,112.13
2/8/2011 15:00,105.68
2/8/2011 15:30,108.73
2/8/2011 16:00,89.38
2/8/2011 16:30,90.3
2/8/2011 17:00,97.69
2/8/2011 17:30,93.08
2/8/2011 18:00,88.16
2/8/2011 18:30,85.71
2/8/2011 19:00,85.39
2/8/2011 19:30,90.92
2/8/2011 20:00,71.57
2/8/2011 20:30,75.86
2/8/2011 21:00,70.65
2/8/2011 21:30,64.2
2/8/2011 22:00,55.29
2/8/2011 22:30,54.36
2/8/2011 23:00,47.61
2/8/2011 23:30,38.7
2/9/2011,36.54
2/9/2011 0:30,37.16
2/9/2011 1:00,36.54
2/9/2011 1:30,36.24
2/9/2011 2:00,37.46
2/9/2011 2:30,39.62
2/9/2011 3:00,39.92
2/9/2011 3:30,38.4
2/9/2011 4:00,41.78
2/9/2011 4:30,43.61
2/9/2011 5:00,41.78
2/9/2011 5:30,46.37
2/9/2011 6:00,50.98
2/9/2011 6:30,59.89
2/9/2011 7:00,69.11
2/9/2011 7:30,86.93
2/9/2011 8:00,92.46
2/9/2011 8:30,109.05
2/9/2011 9:00,112.43
2/9/2011 9:30,111.81
2/9/2011 10:00,115.2
2/9/2011 10:30,116.12
2/9/2011 11:00,111.81
2/9/2011 11:30,110.59
2/9/2011 12:00,108.13
2/9/2011 12:30,107.81
2/9/2011 13:00,112.73
2/9/2011 13:30,113.04
2/9/2011 14:00,108.73
2/9/2011 14:30,109.35
2/9/2011 15:00,98.29
2/9/2011 15:30,98.61
2/9/2011 16:00,85.39
2/9/2011 16:30,89.38
2/9/2011 17:00,77.4
2/9/2011 17:30,81.39
2/9/2011 18:00,79.56
2/9/2011 18:30,80.78
2/9/2011 19:00,71.87
2/9/2011 19:30,75.26
2/9/2011 20:00,74.94
2/9/2011 20:30,69.73
2/9/2011 21:00,72.19
2/9/2011 21:30,67.28
2/9/2011 22:00,52.22
2/9/2011 22:30,46.69
2/9/2011 23:00,41.16
2/9/2011 23:30,41.78
2/10/2011,42.08
2/10/2011 0:30,38.08
2/10/2011 1:00,41.16
2/10/2011 1:30,39.32
2/10/2011 2:00,40.54
2/10/2011 2:30,39.62
2/10/2011 3:00,38.4
2/10/2011 3:30,40.54
2/10/2011 4:00,42.08
2/10/2011 4:30,40.24
2/10/2011 5:00,35.33
2/10/2011 5:30,42.69
2/10/2011 6:00,48.84
2/10/2011 6:30,63.88
2/10/2011 7:00,72.19
2/10/2011 7:30,75.86
2/10/2011 8:00,88.76
2/10/2011 8:30,98.91
2/10/2011 9:00,108.13
2/10/2011 9:30,107.81
2/10/2011 10:00,114.26
2/10/2011 10:30,105.36
2/10/2011 11:00,108.73
2/10/2011 11:30,109.05
2/10/2011 12:00,107.51
2/10/2011 12:30,112.13
2/10/2011 13:00,105.68
2/10/2011 13:30,104.14
2/10/2011 14:00,103.52
2/10/2011 14:30,98.61
2/10/2011 15:00,97.07
2/10/2011 15:30,90.62
2/10/2011 16:00,75.86
2/10/2011 16:30,75.56
2/10/2011 17:00,71.57
2/10/2011 17:30,72.19
2/10/2011 18:00,72.49
2/10/2011 18:30,75.86
2/10/2011 19:00,66.34
2/10/2011 19:30,70.03
2/10/2011 20:00,76.48
2/10/2011 20:30,74.03
2/10/2011 21:00,69.73
2/10/2011 21:30,67.28
2/10/2011 22:00,53.44
2/10/2011 22:30,48.53
2/10/2011 23:00,51.3
2/10/2011 23:30,48.84
2/11/2011,45.77
2/11/2011 0:30,48.84
