DATE,I
,5.7
,6.6
,6.6
,6.4
,6.4
,6.5
,6.5
,6.4
,6.4
,6.5
,6.4
,6.4
,5.3
,5.3
,14.7
,18.5
,19.5
,18.7
,19
,19.1
,19.2
,19.4
,19.3
,19.3
,19.6
,19.6
,19.4
,20.7
,21.2
,21
,22.2
,22
,22
,21.8
,21.8
,21.9
,21.7
,20.7
,5.1
,5
,5.1
,5.1
,4
,4
,3.9
,3.9
,3.9
,3.9
,3.9
,3.9
,4
,3.9
,4
,3.9
,3.9
,4.1
,4
,4.2
,4
,4.1
,5.5
,5.3
,5.3
,5.4
,5.3
,5.3
,5.4
,5.7
,5.5
,6.6
,6.5
,5.6
,5.5
,5.5
,5.4
,5.1
,5.1
,5.1
,4.1
,15
,17.5
,18.5
,18.6
,18.8
,19.1
,19.1
,19.3
,19.1
,19.2
,19.3
,20.8
,20.6
,20.5
,20.4
,20.5
,20.6
,20.7
,20.7
,20.7
,20.6
,20.6
,19.6
,19.4
,19.5
,19.4
,3.9
,5.6
,5.4
,5.3
,5.2
,5.3
,5.2
,5.2
,5.2
,4.9
,3.9
,3.9
,3.9
,4
,3.9
,5.2
,5.1
,5.3
,5.4
,5.3
,5.3
,5.4
,5.3
,5.2
,5.3
,5.3
,4.1
,4.1
,4.1
,4.1
,4.1
,4.1
,4.1
,4.1
,4.2
,16.8
,18.2
,18.9
,18.8
,18.8
,18.9
,19.5
,19.4
,20.6
,20.5
,21.7
,21.6
,21.6
,21.6
,21.5
,21.6
,21.5
,20.5
,20.5
,20.6
,20.6
,19.4
,19.4
,3.9
,3.9
,4
,3.9
,3.9
,3.9
,3.9
,3.9
,3.9
,3.9
,4
,4
,3.9
,3.9
,4.2
,4.2
,4.1
,5.7
,5.4
,5.4
,6.5
,6.4
,6.7
,6.5
,6.6
,6.4
,6.5
,6.4
,6.5
,5.6
,5.2
,5.2
,5.1
,5.2
,5.2
,5.3
,5.1
,5.2
,5.2
,5
,5
,5.1
,5.2
,16.3
,18.6
,18.7
,19
,18.8
,20.3
,24
,24
,23.8
,24.1
,24.1
,24.2
,24.1
,24.1
,24.2
,24.2
,23.1
,23
,23.6
,19.7
,19.6
,19.7
,19.7
,21.3
,20.8
,5.5
,5.4
,5
,5
,5
,4.9
,4.9
,4.9
,4.9
,4.9
,6.4
,6.1
,6.1
,6.3
,6.3
,6.5
,6.2
,6.2
,6.2
,6.2
,6.2
,4.7
,4
,4.1
,4
,4
,4
,4
,4.1
,4
,4.1
,4
,4
,4.9
,4.7
,4.7
,4.7
,4.7
,4.7
,4.7
,4.7
,6.5
,6.4
,6.3
,6.3
,17.9
,20
,20.8
,21.3
,21
,21.2
,20.2
,19
,19.1
,19.1
,19.2
,19.3
,19.2
,19.3
,19.3
,19.3
,19.4
,19.3
,19.3
,19.5
,19.4
,19.5
,19.4
,19.4
,19.3
,19.4
,19.5
,20.8
,5.4
,5.3
,5.2
,5.2
,5.2
,5.2
,6.3
,6.2
,6.2
,6
,4.9
,4.8
,4.7
,4.8
,4.8
,4
,4
,4
,4.1
,4.1
,4
,4.1
,4
,4.1
,4.2
,4
,4.1
,4
,4
,5.5
,5.3
,5.2
,5.4
,5.3
,5.3
,5.3
,5.3
,5.3
,5.4
,6.7
,5.7
,5.6
,5.6
,5.5
,5.6
,17.6
,19.3
,19.9
,19.1
,19.3
,19.1
,19.1
,19.2
,19.4
,19.3
,19.4
,19.4
,23
,22
,22.6
,23.8
,23.5
,24.7
,24.4
,24.5
,25.7
,25.8
,25.6
,25.7
,24.8
,33.5
,17.8
,17.9
,8.7
,8.4
,8.6
,8.5
,8.4
,8.3
,7.8
,7.6
,7.5
,6.7
,6.7
,6.7
,6.9
,6.9
,6.6
,6.5
,6.5
,9.2
,9.2
,8.9
,9
,10.1
,8.3
,7.6
,7.4
,7.6
,6.6
,6.4
,7.6
,5.9
,5.2
,5.3
,5.4
,5.3
,5.4
,5.3
,18.3
,19.7
,20.3
,20.4
,19.1
,19.1
,20.7
,20.8
,20.9
,23.2
,22.9
,22.9
,22.9
,22
,22.1
,22.1
,22.1
,19.6
,19.6
,19.6
,19.7
,20.9
,6.4
,6.3
,6.2
,6.2
,6.3
,6.2
,6.2
,6
,5.1
,5.2
,5.1
,4.1
,4.1
,3.9
,4
,3.9
,4.2
,4.2
,4.2
,4.1
,4.1
,4.1
,4.1
,4.2
,4.1
,4.2
,5.1
,4.8
,4.8
,4.8
,5.7
,18.6
,20
,20.1
,20.3
,21.5
,21.4
,21.6
,21.6
,21.7
,21.7
,20.8
,20.9
,19.7
,19.7
,22.3
,23.2
,23.1
,23.2
,23.1
,23.3
,23.4
,23.3
,7.6
,7.7
,7.7
,7.9
,7.8
,7.7
,7.7
,8.5
,8.5
,8.5
,8.4
,8.9
,9
,8.9
,9
,9.1
,9
,9.1
,8.2
,8.1
,7.9
,9
,8.9
,9
,8.9
,8.8
,8.9
,8.7
,8.7
,8.8
,7.8
,7.7
,7.7
,7.6
,90.9
,21.3
,22.1
,23.9
,23.8
,24.2
,24
,23.8
,24.1
,23.9
,24.6
,24.8
,24.9
,24.9
,24
,23.7
,23.8
,23.2
,24.6
,24.5
,8.5
,7.9
,7
,4.5
,4.6
,17.2
,16.2
,16.2
,29.9
,29.9
,29.8
,30
,16
,16.2
,6.4
,6.4
,6.2
,6.3
,6.3
,6.3
,6.3
,6.4
,6.3
,6.3
,4.8
,4.1
,4.2
,4.7
,4.2
,4.1
,4.1
,4.1
,5.2
,5.2
,5.3
,5
,5.1
,5.8
,5.6
,5.6
,6
,5.8
,5.5
,5.5
,6.7
,6.3
,6.3
,5.3
,5.4
,5.2
,5.3
,5.2
,5.4
,5.3
,5.3
,4.1
,4.1
,4.2
,4.3
,4.3
,15.2
,15.1
,15.1
,15.1
,15.7
,15.7
,15.8
,4.9
,17
,18.8
,19.5
,19.8
,19.9
,20.1
,21.3
,22.7
,27.1
,23.4
,24
,22.8
,22.6
,22.4
,23.3
,22.6
,22.6
,21.7
,5
,5.4
,4.9
,4.9
,4.9
,4.8
,4.8
,4.1
,4
,3.9
,4.6
,4.6
,4.6
,5.4
,15.6
,4.7
,4.6
,4.6
,4.6
,6.3
,5.4
,5.4
,6.5
,6.4
,7.5
,7.4
,7.3
,7.4
,7.3
,7.3
,6.9
,5.7
,5.6
,4.7
,4.7
,4.6
,4.7
,4.7
,4.7
,4
,4.1
,4
,4.1
,4
,4
,4.1
,4.1
,4.1
,7.3
,4.9
,5.8
,5.5
,5.6
,5.7
,5.2
,5.3
,6.7
,6.5
,6.6
,8.5
,8.7
,7.1
,7
,7.1
,7
,8.4
,8.1
,8.1
,8.3
,17
,7.2
,7.6
,7.3
,7.4
,6.9
,6.6
,6.4
,6.1
,6.1
,6.1
,4.9
,7.1
,7.2
,13
,8.3
,9.3
,7.8
,6.4
,10.2
,10.3
,8
,6.8
,18.1
,21.1
,21.6
,21.1
,19.2
,19.8
,21.8
,21.2
,20.1
,21.9
,21.7
,19.5
,22.4
,21.4
,22.1
,21.9
,21.1
,22.4
,20.6
,21.5
,6.7
,7.8
,5.5
,7.1
,7
,7.1
,7
,14.9
,6.8
,7.4
,6.6
,6.1
,11.1
,10.9
,11.1
,11.5
,11.5
,11.4
,11.5
,5.5
,6.1
,4
,4.1
,4.1
,4
,4.1
,4
,4.1
,4
,4
,4.1
,4.1
,5.4
,5.3
,5.3
,5.5
,5.7
,5.6
,5.5
,5.5
,5.6
,5.6
,5.5
,4.7
,4
,4.1
,4
,5.2
,5.1
,5
,5.1
,5
,5
,5
,5
,5
,9.1
,4.2
,7
,4
,4
,4.1
,10
,6.2
,7.6
,6.1
,6
,6
,5.3
,5.2
,5.2
,5.2
,5.3
,5.2
,4
,4
,5
,4.9
,4.7
,4.6
,4.7
,4.7
,4.7
,4.7
,4.1
,4.1
,4
,5.2
,5.3
,5.2
,5.1
,5.2
,5.1
,5.2
,5.2
,6.5
,6.4
,9
,8.7
,8.8
,8.9
,7.7
,7.9
,7.8
,8
,7.8
,7.8
,7.8
,7.7
,7.8
,5.2
,5.1
,5.1
,5.1
,5
,5.1
,5.8
,5.6
,6.6
,6.7
,6.7
,6.7
,6.6
,6.6
,5.4
,5.4
,5.4
,5.4
,5.4
,5.3
,5.3
,5.4
,5.3
,5.3
,5.3
,5.3
,5.3
,5.3
,5.4
,5.2
,5.4
,5.2
,5.3
,5.2
,5.3
,5.2
,5.2
,5.2
,5.2
,5.1
,5.3
,5.4
,5.3
,18.8
,18.9
,20.3
,20.3
,20.4
,20.6
,20.6
,20.6
,20.5
,19.6
,19.5
,19.6
,19.6
,19.7
,19.5
,19.6
,19.7
,3.8
,3.9
,4
,5.3
,5.2
,5.1
,5.2
,9.9
,9.1
,9.9
,10.5
,10
,10
,9.8
,9.6
,10.2
,10
,9.1
,7.7
,8.9
,9
,8.9
,8.8
,9.1
,9.2
,9.6
,9.4
,7.6
,4.9
,4.9
,4.8
,4.9
,4.9
,4.2
,4.2
,4.2
,4.3
,5.6
,5.5
,5.4
,5.4
,5.5
,5.4
,5.4
,5.4
,5.4
,5.4
,5.3
,5.4
,5.3
,4.1
,4.1
,4.1
,4.2
,4.1
,4.1
,4.1
,4.2
,4.2
,5.4
,5.7
,5.7
,5.9
,5.2
,8.7
,10
,10.4
,10.1
,9.7
,10.1
,11.8
,10.5
,10.3
,10
,10.4
,10.4
,10.3
,10.4
,10.5
,10.5
,10.3
,10.1
,9.2
,9.3
,8.9
,9.2
,22.1
,23.2
,23.8
,24
,24
,24.3
,23.9
,24.1
,24.4
,24.3
,28.1
,29.6
,29.7
,29.6
,30.7
,30.7
,14.8
,15.3
,14.5
,10.1
,10.1
,10.6
,10.3
,8.8
,7.3
,7.2
,7.3
,7.6
,6.2
,6.2
,6.4
,6.4
,6.6
,7.5
,7.9
,7.7
,7.8
,7.9
,7.7
,7.8
,7.6
,7.6
,7.7
,6.8
,8.1
,6.8
,6.8
,7.9
,7.8
,7.7
,8
,7.8
,7.9
,7.8
,7.8
,7.7
,7.7
,8
,7.9
,7
,7
,7
,7
,7
,7
,6.7
,6.6
,6.6
,8
,8.1
,7.1
,6.6
,7.6
,7.5
,7.5
,8.7
,8.7
,8.6
,8.5
,8.3
,8.4
,8.2
,8.2
,8.4
,7.1
,7.3
,6.3
,6.3
,6.3
,6.3
,6.4
,6.3
,6.3
,6.4
,6.3
,6.3
,6.3
,8.2
,8.1
,7.7
,7.5
,18.5
,21
,21.9
,22.2
,22.3
,22.4
,22.6
,22.5
,22.7
,22.8
,41.9
,44.6
,23.6
,23.6
,8
,26.3
,27.1
,7.7
,29.4
,27.1
,7.7
,27.1
,7.7
,27.2
,7.7
,27
,7.6
,7.7
,7.8
,7
,6.8
,7
,7
,13.9
,12.8
,13.9
,15.8
,17
,16.8
,15.6
,15.8
,15.7
,15.6
,15.6
,14.7
,13.2
,14.8
,14.9
,13.3
,12.1
,51
,54.6
,54.5
,53.3
,53
,52.7
,52.7
,52.8
,53.1
,53
,52
,44.8
,46.1
,46.1
,44.9
,44.9
,10.7
,9.5
,48.1
,50.9
,9.7
,12.3
,12.2
,47.9
,53.2
,11
,12
,11.8
,11.7
,10
,9.9
,10
,12.9
,25
,23.8
,21.5
,21.6
,9.1
,9
,9
,9.1
,8.9
,9
,8.9
,8
,8
,8
,7.9
,8
,7.9
,7.9
,8
,7.9
,7.9
,6.9
,7
,7
,7.1
,7
,7
,7
,7
,7
,9.4
,9
,10
,9.9
,9.7
,11.6
,10.4
,10.2
,10.3
,8
,9.6
,7.8
,8.5
,5.4
,6.2
,6.5
,6.5
,7.3
,7.3
,7.4
,7.4
,7.2
,7.3
,7.4
,7.3
,7.2
,7.1
,7.2
,7.2
,7.2
,7.3
,8.2
,7.2
,7.1
,7.2
,7.5
,7.5
,7.5
,7.5
,7.5
,7.5
,7.5
,9.6
,8.5
,8.2
,8.2
,7.9
,7.6
,7.6
,6.7
,5.9
,5.1
,5.1
,5.5
,5.5
,5.5
,5.5
,5.5
,5.5
,5.8
,5.9
,6.2
,7.2
,7.1
,7.1
,7.2
,7.1
,7.1
,7.1
,7.1
,7.1
,7.1
,7.1
,7
,6.1
,5.6
,5.6
,5.5
,6.9
,6.8
,8
,8.5
,8.4
,9.4
,9.3
,9.3
,9.3
,8.4
,8.5
,8.5
,8.5
,7.7
,7.6
,8.5
,8.8
,8.4
,8.4
,8.5
,7.7
,7.5
,7.5
,7.5
,7.5
,7.5
,7.6
,6.7
,6.7
,6.7
,6.3
,9
,10.5
,11.2
,10.6
,11.1
,11.1
,10.5
,10.5
,23.4
,25.6
,26.9
,26.6
,26.2
,28.6
,31.6
,29.7
,28.8
,30
,28.6
,28.8
,27.5
,31.9
,26.7
,26.7
,12.2
,12.5
,12.2
,10.6
,10.5
,10.4
,13.7
,13.2
,13.4
,13.4
,12.8
,14
,12.8
,13.1
,13.2
,13.1
,13.4
,12.9
,13.5
,13.2
,14.6
,14.6
,14.7
,11.1
,10.9
,23.5
,25
,25.7
,25.5
,26.7
,26.8
,26.7
,26.8
,26.9
,25.9
,25.7
,26
,24.9
,24
,24.2
,8.7
,8.7
,8.7
,8.8
,8.9
,8.7
,8.8
,9.8
,9.6
,9
,7.9
,7.8
,10.1
,9.6
,10.7
,10.6
,10.7
,11.3
,9.9
,10.2
,9.9
,10.1
,10.2
,10.3
,10.6
,9.4
,8.8
,9.1
,9.8
,11
,10.3
,11.9
,13.2
,12.5
,12.6
,12.3
,11.5
,11.7
,11.6
,12.7
,11.3
,11.9
,13.2
,12.9
,12.6
,12.6
,13.2
,15.2
,14.3
,24.5
,28
,27.7
,23.2
,23.5
,24.4
,24.8
,23.1
,19.9
,19.8
,19.9
,19.8
,20.2
,20
,20
,20.1
,19.7
,19.6
,3.9
,4.7
,4.6
,4.5
,4.5
,4.5
,4.5
,4.5
,5.4
,5.3
,5.3
,5.3
,5.1
,5.2
,5.2
,5.1
,5.2
,6.6
,6.4
,6.3
,5.1
,5.2
,5.1
,5.2
,5.2
,4.1
,4.2
,4.2
,4.2
,4.1
,4.2
,4.1
,4.1
,4
,4
,4
,16.7
,18.1
,19
,20.4
,20.4
,20.6
,20.6
,20.6
,20.7
,20.7
,20.7
,20.6
,20.8
,20.8
,20.8
,19.6
,19.6
,19.6
,4
,4
,3.9
,5.2
,5
,4.9
,4.9
,4.8
,5
,4.9
,4.9
,5
,3.9
,3.8
,4
,4
,5.4
,5.3
,5.5
,5.4
,5.3
,5.3
,5.4
,5.4
,5.2
,5.3
,5.7
,5.6
,4.7
,4.7
,4.8
,4.8
,4.7
,4.8
,4.7
,4.2
,4.3
,5.4
,5.3
,5.2
,5.3
,5.3
,13.9
,18.6
,19.5
,19.9
,20
,20.1
,21.5
,21.6
,21.7
,21.6
,21.7
,20.6
,20.8
,20.7
,20.7
,20.8
,20.7
,19.8
,19.4
,19.6
,5.1
,4.9
,5.1
,5
,5.5
,5.4
,5.3
,5.3
,5.3
,4.5
,4.5
,4.5
,4.5
,3.9
,3.8
,4
,3.9
,5.4
,5.5
,5.3
,5.3
,5.3
,5.3
,5.4
,5.3
,5.4
,5.3
,5.4
,5.3
,4.1
,4.2
,4.1
,4.3
,4.1
,4.2
,4.1
,4.1
,4.2
,4.2
,4.2
,5.4
,5.2
,5.1
,5.2
,5.3
,5.7
,5.6
,5.5
,5.6
,5.7
,5.5
,5.6
,5.4
,5.4
,5.3
,5.4
,5.5
,5.5
,5.5
,5.5
,5.4
,4.2
,4.1
,4.2
,4.1
,4.2
,4.1
,4.1
,4.3
,15.9
,17.7
,18.9
,18.8
,18.9
,19
,19.1
,19.1
,20.5
,20.3
,20.3
,20.3
,21.8
,21.7
,21.6
,21.7
,20.9
,20.8
,20.6
,20.8
,20.7
,20.7
,20.8
,19.7
,19.5
,4
,3.9
,4
,4
,4
,4
,4
,4
,4
,3.9
,4
,4
,3.9
,3.9
,3.9
,4
,3.8
,4
,4.2
,5.6
,5.3
,5.4
,5.4
,6.6
,6.5
,6.4
,6.4
,6.3
,6.3
,6.4
,5.1
,5.8
,4.8
,4.7
,4.7
,4.8
,4.8
,4.7
,4.7
,4.7
,4.1
,4.2
,4.2
,4.1
,4
,4.2
,4.1
,4.2
,4.3
,4.2
,4.2
,5.6
,5.5
,5.5
,5.5
,6.6
,6.5
,6.5
,6.5
,6.6
,19.1
,20.5
,20
,19.9
,20.1
,20.1
,20.4
,20.3
,20.4
,20.4
,20.5
,19.9
,19.8
,19.7
,19.7
,19.8
,19.8
,19.7
,19.6
,19.6
,19.5
,20.7
,20.6
,22
,21.8
,21.8
,21.8
,21.8
,21.8
,6.2
,5.2
,5.2
,5.2
,5.2
,4
,4.1
,4
,4
,3.9
,4
,4
,4
,3.9
,4
,3.9
,4
,4.3
,4.1
,4.1
,4.2
,4.2
,5
,4.9
,4.8
,4.7
,5.6
,5.5
,5.5
,5.5
,5.5
,5.4
,5.4
,6.6
,6.5
,6.5
,6.4
,5.2
,5.3
,5.2
,5.2
,5.3
,4.2
,4.2
,4.2
,17
,18.3
,19
,19.4
,19.1
,19.1
,19.2
,19.3
,19.4
,19.5
,19.5
,19.5
,19.6
,20.9
,21.9
,21.3
,23.3
,23.5
,23.6
,23.5
,23.4
,22.1
,22.9
,23
,23.6
,16.5
,16.9
,16.6
,16.5
,8.4
,8.4
,8.3
,8.3
,7.3
,7.2
,7.2
,7.2
,7.2
,7.2
,7.3
,7.3
,8.6
,8.8
,7.8
,8
,9.2
,7.4
,7.4
,6.2
,7.8
,8
,8
,7.8
,6.5
,4.9
,4.2
,4.2
,5
,5
,4.9
,4.9
,4.8
,4.8
,4.9
,5.9
,6.8
,6.4
,6.5
,6.5
,6.4
,6.5
,6.4
,6.4
,6.4
,5.4
,5.3
,5.4
,4.2
,4.2
,4.1
,4.2
,4.1
,4.2
,4.1
,4.1
,4
,4.1
,4.2
,4.1
,4.3
,16.2
,18
,19.1
,19.1
,19.1
,19.2
,21.8
,21.8
,22.2
,22
,21.9
,22
,22
,22.1
,22.1
,22.1
,22
,22.1
,20.8
,20.8
,20.9
,20.8
,4
,4.1
,4.1
,4
,4.1
,4.1
,4
,4
,3.9
,5.3
,5.2
,5.1
,5.1
,5
,5
,5
,6.5
,6.4
,6.4
,5.4
,5.4
,5.4
,5.4
,5.4
,5.4
,16.3
,16.3
,16.1
,16
,16
,15.9
,15.9
,4.8
,4.8
,4.8
,4.2
,4.2
,4.1
,4.2
,12.6
,17.6
,18.8
,19.2
,19.3
,19.4
,19.5
,19.3
,19.5
,20.7
,20.9
,20.7
,22
,21.8
,21.7
,21.8
,21.8
,22.2
,22.5
,22.3
,21
,20.1
,20.2
,5
,5.2
,5.1
,5.2
,4.3
,5.1
,5.6
,5.8
,5.6
,9.4
,11.4
,7.9
,7.8
,6
,6.1
,6.1
,19.8
,19.7
,20.8
,20.7
,7
,7
,7.1
,7
,7.3
,7.1
,8.2
,8
,8.2
,7.3
,7.1
,7.1
,7
,7.1
,7.1
,7.1
,7.1
,7
,7
,7.1
,7
,6.2
,6.1
,6.1
,6.2
,7
,6.9
,6.8
,6.7
,6.8
,18.5
,22.3
,23.5
,22.5
,22.7
,22.7
,22.7
,22.9
,22.9
,22.9
,22.9
,21.9
,20.9
,20.9
,22
,21.8
,21.6
,21.6
,21.8
,6.4
,6.3
,6.3
,5.8
,5.8
,5.9
,5.8
,5.9
,5.9
,5.8
,5.8
,5.9
,6.1
,7.2
,7
,7.1
,7.9
,7.8
,7.8
,7.7
,7.7
,7.7
,7.7
,8.9
,7.1
,7
,7
,7
,7
,7
,7.1
,7.1
,6.1
,6.1
,6.1
,6.1
,6.1
,6.1
,7.1
,6.1
,6.1
,4.2
,4.2
,4.8
,4.8
,5.8
,5.6
,5.5
,5.4
,5.3
,5.5
,5.4
,5.4
,5.4
,5.4
,5.9
,5.1
,5
,6
,5.8
,5.8
,5.8
,5.8
,17.9
,19.1
,20
,20
,19.1
,19.1
,19.3
,19.5
,19.4
,19.5
,19.5
,19.6
,19.5
,19.6
,21.1
,20.9
,20.9
,20.9
,20.8
,20.9
,20.8
,5.1
,5.2
,5.2
,5.2
,5.2
,4
,4.1
,4.1
,4
,4.1
,4
,4.9
,4.8
,4.8
,4.7
,4.7
,5.8
,5.8
,5.8
,5.2
,5.2
,5.3
,18.5
,18.6
,18.6
,17.7
,5.7
,5.6
,5.6
,5.5
,5.6
,5.5
,5.5
,5.5
,6.7
,6.5
,6.5
,5.3
,5.4
,6.2
,5.3
,5.3
,5.3
,5.3
,5.4
,5.3
,5.3
,17.1
,19
,20
,20
,19.4
,19.6
,19.5
,19.6
,19.6
,19.6
,19.7
,21
,20.7
,20.7
,20.8
,20.8
,20.8
,22.1
,21.8
,21.8
,21.7
,21.8
,21.8
,20.5
,20.6
,20.7
,19.5
,19.5
,19.6
,4
,4.1
,4
,4
,4
,4
,4
,4
,4
,4.1
,3.9
,4
,4
,4
,4
,5.4
,5.5
,5.4
,5.6
,5.6
,5.6
,5.5
,5.5
,5.5
,5.4
,5.4
,4.2
,4.2
,4.2
,5.2
,5.4
,5.3
,5.3
,18.4
,19.6
,19.9
,19.9
,20.2
,19.3
,19.2
,19.3
,19.3
,19.4
,19.4
,19.5
,19.4
,19.5
,20.9
,20.8
,20.8
,20.7
,20.9
,20.7
,20.8
,20.8
,20.8
,21
,20.9
,5.3
,4.6
,7.2
,7.2
,7.1
,7
,6.2
,6.3
,6.2
,6.1
,6.2
,7.3
,7.2
,7.2
,6.9
,7
,7
,7.1
,7.3
,7.5
,6.3
,6.5
,7.5
,7.5
,7.5
,7.5
,7.4
,7.3
,7.3
,7.3
,7.3
,7.5
,7.4
,6.5
,6.6
,6.6
,6.5
,19.3
,21.8
,22.4
,22.1
,22.2
,22.2
,22.3
,22.3
,22.4
,21.6
,21.3
,21.4
,22.5
,22.5
,22.4
,22.4
,22.4
,23.8
,23.6
,23.6
,6.9
,9.4
,9.3
,9.4
,9.4
,9.3
,9.3
,9.5
,9.4
,9.5
,7.7
,7.7
,7.9
,4.1
,4.1
,4.1
,4.1
,5.4
,5.3
,5.2
,5.9
,5.7
,6.7
,6.7
,6.7
,6.7
,6.7
,6.7
,6.8
,6.7
,6.8
,6.6
,6.7
,5.6
,5.6
,5.4
,5.5
,5.6
,5.5
,5.6
,5.5
,17.4
,19.3
,21.2
,21.1
,21.4
,22.1
,25.4
,26.5
,26.7
,25.9
,25.7
,24.9
,24.9
,24.6
,24.4
,23.6
,23.5
,23.6
,24
,23.2
,22.4
,22.3
,22.2
,22.3
,7.3
,7.1
,7.7
,10.8
,13
,12.5
,12.7
,12.7
,13.1
,13.3
,12.5
,12.7
,12.3
,13.5
,13
,13.2
,13.3
,13.4
,13.3
,14
,13.9
,14
,14
,13.6
,13.9
,15.8
,16.4
,14.4
,14.8
,13.2
,13.1
,11.5
,12.5
,11.9
,11.8
,12.2
,12.4
,12.2
,12
,13.1
,13
,13.1
,43.2
,42.6
,42.5
,42.4
,42.5
,42.2
,42.1
,42.1
,36.1
,38.3
,16.6
,21.2
,18.8
,17
,44
,43.7
,43.1
,42.2
,41
,40.9
,15.7
,41.4
,12.9
,13.1
,13.8
,36.2
,15.3
,42.1
,12.9
,44.2
,13.8
,16.5
,49.4
,26.4
,51
,17.9
,16.5
,48.4
,17.6
,19.6
,38.4
,14.1
,24.4
,12.6
,13.9
,25.5
,13.9
,25.9
,13
,11.2
,20.7
,9
,9.6
,10.9
,10.5
,10.7
,9.1
,10.3
,20
,11
,10.6
,11.8
,10.3
,10.2
,8.7
,8.4
,9.8
,8.7
,24.8
,24.4
,25.6
,25.4
,25.4
,25.4
,25.2
,24.4
,24.1
,24.2
,25.3
,23.5
,23.5
,23.6
,23.3
,24.8
,27.8
,26.2
,26.2
,29.1
,30.1
,29.9
,29.8
,29.7
,29.8
,29.7
,28
,28.7
,28.6
,27.7
,27.7
,27.6
,27.5
,27
,26.9
,27
,28.5
,29.8
,27.9
,27.9
,27.7
,27.7
,27.8
,27.7
,27.7
,26.7
,26.6
,26.6
,27
,26.8
,26.7
,12.3
,12.9
,12.1
,12.1
,14.2
,13
,28.2
,28.3
,28.3
,29.7
,30
,29
,28.8
,27.5
,28.2
,28.1
,28.3
,27.4
,30.2
,30.6
,30.6
,30.6
,30.7
,35.1
,30.1
,31.5
,30.1
,30.1
,15.2
,29.2
,30.3
,15.4
,30.5
,15.1
,16.2
,16
,16.4
,16.4
,16.2
,17.2
,18.3
,17
,15.8
,15.8
,15.6
,15.4
,14.4
,14.4
,16.3
,14.3
,13.9
,11.5
,11.4
,12.3
,12.8
,10.7
,10.5
,10.5
,10.6
,10.6
,10.6
,13.1
,9.5
,9.2
,5.8
,9.1
,11.1
,11.4
,11.2
,10.6
,10.5
,12
,12
,12
,11.9
,14.5
,15.4
,12.7
,13.7
,14.2
,15.4
,15.7
,14
,14
,14
,13.2
,13.1
,13.1
,13.3
,13.2
,9.7
,11.8
,9.8
,9.8
,9.5
,8.5
,9.6
,18.6
,25.2
,26.3
,25.7
,26.1
,26.2
,26.3
,26.3
,24.1
,24.2
,23.4
,23.5
,23.9
,23.9
,24.2
,25.5
,25.6
,25.6
,25.7
,28.9
,28.9
,13.1
,13.1
,13.1
,11.1
,11.1
,11
,11.1
,11.1
,12
,11.4
,11.2
,10.8
,11.7
,12.5
,10.4
,10.5
,9.6
,9.9
,11.3
,11
,9.7
,6.5
,6
,5.3
,5.3
,9.1
,9.1
,9.1
,9
,9
,10
,11
,10.9
,10.9
,10.8
,11.2
,10.6
,10.5
,10.4
,11.6
,10.8
,10.7
,10.6
,10.6
,10.5
,10.7
,10.5
,12.2
,12.2
,12.1
,12.3
,11.4
,21.4
,26.7
,26.7
,25.5
,25.7
,26.1
,25.5
,26.2
,24.3
,24.3
,24.4
,24.4
,24.5
,24.4
,24.4
,25.3
,26.5
,26.3
,26.3
,11.8
,11.6
,11.6
,11.7
,12.2
,12
,10.3
,10.2
,10.1
,10.1
,10.2
,9.4
,9.4
,9.4
,9.3
,9.3
,8.9
,8.9
,8.8
,8.9
,7.8
,9
,9
,9
,9
,7.9
,8.9
,7.4
,9
,9.4
,9.2
,10.3
,11.3
,11.2
,12.3
,11.7
,11.8
,12.6
,12.1
,11.7
,11.6
,11.6
,10.6
,9
,9.1
,9.6
,9
,9
,9.2
,9.1
,9.5
,20.2
,22.5
,23.3
,23.4
,24
,24.9
,23.5
,24.2
,23.8
,23.9
,24.2
,24.2
,26.1
,26.2
,25.6
,25.1
,25.1
,25.1
,25.1
,25.1
,27.1
,26
,10.4
,9.4
,10.5
,11.9
,10.5
,11.2
,10.8
,10
,10.2
,10.5
,11
,9.9
,10.5
,9.9
,9.8
,11
,9.8
,10.3
,11.4
,10.2
,9.4
,9
,10.3
,10.3
,10.7
,10.2
,10.2
,10.2
,10.3
,11.5
,11.2
,12
,11.4
,10.2
,10
,11
,22.6
,24.7
,25.6
,25.4
,25.1
,24.7
,24.4
,24.8
,24.3
,23.8
,23.8
,23.9
,23.9
,23.7
,23.7
,24.3
,22.4
,20.7
,22.6
,25.5
,25.4
,24.2
,8.1
,8.4
,7.9
,7.9
,7.3
,7.8
,7.6
,6.6
,6.4
,6.9
,6.9
,6.7
,6.8
,6.9
,8.6
,8.4
,8.2
,8.1
,7.9
,7.9
,8.4
,8.1
,7.9
,6.5
,5.3
,5.3
,5.5
,4.7
,7.4
,7.7
,5.4
,5.4
,5.5
,5.4
,5.5
,5.3
,15.6
,18.5
,19.7
,18.7
,19
,19
,19
,19.1
,20.9
,21.1
,19.2
,19.3
,19.3
,19.2
,19.3
,19.8
,20.8
,21.3
,21.1
,20.7
,20.7
,20.6
,20.7
,20.5
,21.9
,5.3
,5.2
,5.3
,5.1
,5.1
,5.2
,5.1
,5
,5.1
,5
,4
,4
,4
,3.8
,3.9
,3.9
,3.8
